2025-12-30 09:10:51.037 |  | INFO     | server:<module>:90 - Included router:  tags=['登录模块']
2025-12-30 09:10:51.039 |  | INFO     | server:<module>:90 - Included router:  tags=['验证码模块']
2025-12-30 09:10:51.111 |  | INFO     | server:<module>:90 - Included router: /system/user tags=['系统管理-用户管理']
2025-12-30 09:10:51.168 |  | INFO     | server:<module>:90 - Included router: /system/role tags=['系统管理-角色管理']
2025-12-30 09:10:51.246 |  | INFO     | server:<module>:90 - Included router: /system/menu tags=['系统管理-菜单管理']
2025-12-30 09:10:51.265 |  | INFO     | server:<module>:90 - Included router: /system/dept tags=['系统管理-部门管理']
2025-12-30 09:10:51.280 |  | INFO     | server:<module>:90 - Included router: /system/post tags=['系统管理-岗位管理']
2025-12-30 09:10:51.311 |  | INFO     | server:<module>:90 - Included router: /system/dict tags=['系统管理-字典管理']
2025-12-30 09:10:51.328 |  | INFO     | server:<module>:90 - Included router: /system/config tags=['系统管理-参数管理']
2025-12-30 09:10:51.341 |  | INFO     | server:<module>:90 - Included router: /system/notice tags=['系统管理-通知公告管理']
2025-12-30 09:10:51.366 |  | INFO     | server:<module>:90 - Included router: /monitor tags=['系统管理-日志管理']
2025-12-30 09:10:51.374 |  | INFO     | server:<module>:90 - Included router: /monitor/online tags=['系统监控-在线用户']
2025-12-30 09:10:51.408 |  | INFO     | server:<module>:90 - Included router: /monitor tags=['系统监控-定时任务']
2025-12-30 09:10:51.410 |  | INFO     | server:<module>:90 - Included router: /monitor/server tags=['系统监控-菜单管理']
2025-12-30 09:10:51.425 |  | INFO     | server:<module>:90 - Included router: /monitor/cache tags=['系统监控-缓存监控']
2025-12-30 09:10:51.431 |  | INFO     | server:<module>:90 - Included router: /common tags=['通用模块']
2025-12-30 09:10:51.439 |  | INFO     | server:<module>:90 - Included router: /travel tags=['足迹旅行模块']
2025-12-30 09:10:51.447 |  | INFO     | server:<module>:90 - Included router: /holiday tags=['节假快乐模块']
2025-12-30 09:10:51.491 |  | INFO     | server:<module>:90 - Included router: /tool/gen tags=['代码生成']
2025-12-30 09:10:51.493 |  | INFO     | server:<module>:95 - Route: /openapi.json
2025-12-30 09:10:51.494 |  | INFO     | server:<module>:95 - Route: /docs
2025-12-30 09:10:51.494 |  | INFO     | server:<module>:95 - Route: /docs/oauth2-redirect
2025-12-30 09:10:51.495 |  | INFO     | server:<module>:95 - Route: /redoc
2025-12-30 09:10:51.495 |  | INFO     | server:<module>:95 - Route: /profile
2025-12-30 09:10:51.496 |  | INFO     | server:<module>:95 - Route: /login
2025-12-30 09:10:51.497 |  | INFO     | server:<module>:95 - Route: /getInfo
2025-12-30 09:10:51.497 |  | INFO     | server:<module>:95 - Route: /getRouters
2025-12-30 09:10:51.498 |  | INFO     | server:<module>:95 - Route: /register
2025-12-30 09:10:51.499 |  | INFO     | server:<module>:95 - Route: /logout
2025-12-30 09:10:51.499 |  | INFO     | server:<module>:95 - Route: /captchaImage
2025-12-30 09:10:51.500 |  | INFO     | server:<module>:95 - Route: /system/user/deptTree
2025-12-30 09:10:51.501 |  | INFO     | server:<module>:95 - Route: /system/user/list
2025-12-30 09:10:51.502 |  | INFO     | server:<module>:95 - Route: /system/user
2025-12-30 09:10:51.503 |  | INFO     | server:<module>:95 - Route: /system/user
2025-12-30 09:10:51.504 |  | INFO     | server:<module>:95 - Route: /system/user/{user_ids}
2025-12-30 09:10:51.505 |  | INFO     | server:<module>:95 - Route: /system/user/resetPwd
2025-12-30 09:10:51.506 |  | INFO     | server:<module>:95 - Route: /system/user/changeStatus
2025-12-30 09:10:51.506 |  | INFO     | server:<module>:95 - Route: /system/user/profile
2025-12-30 09:10:51.507 |  | INFO     | server:<module>:95 - Route: /system/user/
2025-12-30 09:10:51.508 |  | INFO     | server:<module>:95 - Route: /system/user/{user_id}
2025-12-30 09:10:51.509 |  | INFO     | server:<module>:95 - Route: /system/user/profile/avatar
2025-12-30 09:10:51.510 |  | INFO     | server:<module>:95 - Route: /system/user/profile
2025-12-30 09:10:51.511 |  | INFO     | server:<module>:95 - Route: /system/user/profile/updatePwd
2025-12-30 09:10:51.512 |  | INFO     | server:<module>:95 - Route: /system/user/importData
2025-12-30 09:10:51.512 |  | INFO     | server:<module>:95 - Route: /system/user/importTemplate
2025-12-30 09:10:51.513 |  | INFO     | server:<module>:95 - Route: /system/user/export
2025-12-30 09:10:51.513 |  | INFO     | server:<module>:95 - Route: /system/user/authRole/{user_id}
2025-12-30 09:10:51.514 |  | INFO     | server:<module>:95 - Route: /system/user/authRole
2025-12-30 09:10:51.514 |  | INFO     | server:<module>:95 - Route: /system/role/deptTree/{role_id}
2025-12-30 09:10:51.515 |  | INFO     | server:<module>:95 - Route: /system/role/list
2025-12-30 09:10:51.516 |  | INFO     | server:<module>:95 - Route: /system/role
2025-12-30 09:10:51.516 |  | INFO     | server:<module>:95 - Route: /system/role
2025-12-30 09:10:51.518 |  | INFO     | server:<module>:95 - Route: /system/role/dataScope
2025-12-30 09:10:51.518 |  | INFO     | server:<module>:95 - Route: /system/role/{role_ids}
2025-12-30 09:10:51.519 |  | INFO     | server:<module>:95 - Route: /system/role/{role_id}
2025-12-30 09:10:51.520 |  | INFO     | server:<module>:95 - Route: /system/role/export
2025-12-30 09:10:51.520 |  | INFO     | server:<module>:95 - Route: /system/role/changeStatus
2025-12-30 09:10:51.521 |  | INFO     | server:<module>:95 - Route: /system/role/authUser/allocatedList
2025-12-30 09:10:51.522 |  | INFO     | server:<module>:95 - Route: /system/role/authUser/unallocatedList
2025-12-30 09:10:51.522 |  | INFO     | server:<module>:95 - Route: /system/role/authUser/selectAll
2025-12-30 09:10:51.523 |  | INFO     | server:<module>:95 - Route: /system/role/authUser/cancel
2025-12-30 09:10:51.524 |  | INFO     | server:<module>:95 - Route: /system/role/authUser/cancelAll
2025-12-30 09:10:51.525 |  | INFO     | server:<module>:95 - Route: /system/menu/treeselect
2025-12-30 09:10:51.525 |  | INFO     | server:<module>:95 - Route: /system/menu/roleMenuTreeselect/{role_id}
2025-12-30 09:10:51.526 |  | INFO     | server:<module>:95 - Route: /system/menu/list
2025-12-30 09:10:51.527 |  | INFO     | server:<module>:95 - Route: /system/menu
2025-12-30 09:10:51.528 |  | INFO     | server:<module>:95 - Route: /system/menu
2025-12-30 09:10:51.528 |  | INFO     | server:<module>:95 - Route: /system/menu/{menu_ids}
2025-12-30 09:10:51.529 |  | INFO     | server:<module>:95 - Route: /system/menu/{menu_id}
2025-12-30 09:10:51.530 |  | INFO     | server:<module>:95 - Route: /system/dept/list/exclude/{dept_id}
2025-12-30 09:10:51.530 |  | INFO     | server:<module>:95 - Route: /system/dept/list
2025-12-30 09:10:51.531 |  | INFO     | server:<module>:95 - Route: /system/dept
2025-12-30 09:10:51.532 |  | INFO     | server:<module>:95 - Route: /system/dept
2025-12-30 09:10:51.533 |  | INFO     | server:<module>:95 - Route: /system/dept/{dept_ids}
2025-12-30 09:10:51.533 |  | INFO     | server:<module>:95 - Route: /system/dept/{dept_id}
2025-12-30 09:10:51.534 |  | INFO     | server:<module>:95 - Route: /system/post/list
2025-12-30 09:10:51.535 |  | INFO     | server:<module>:95 - Route: /system/post
2025-12-30 09:10:51.536 |  | INFO     | server:<module>:95 - Route: /system/post
2025-12-30 09:10:51.536 |  | INFO     | server:<module>:95 - Route: /system/post/{post_ids}
2025-12-30 09:10:51.537 |  | INFO     | server:<module>:95 - Route: /system/post/{post_id}
2025-12-30 09:10:51.537 |  | INFO     | server:<module>:95 - Route: /system/post/export
2025-12-30 09:10:51.538 |  | INFO     | server:<module>:95 - Route: /system/dict/type/list
2025-12-30 09:10:51.539 |  | INFO     | server:<module>:95 - Route: /system/dict/type
2025-12-30 09:10:51.540 |  | INFO     | server:<module>:95 - Route: /system/dict/type
2025-12-30 09:10:51.541 |  | INFO     | server:<module>:95 - Route: /system/dict/type/refreshCache
2025-12-30 09:10:51.541 |  | INFO     | server:<module>:95 - Route: /system/dict/type/{dict_ids}
